CodIBGE;Localidade;Populacao;Pop60mais%;DensDem;RazaoSexos;GrauUrb;TxMortalidade;PIBPerCapita;VlAdTPop;VlAdAPPop;VlAdIndPop;VlAdSrvPop;VlAdAgrPop;ImpostosPop;ConsEElTPop;ConsEEIndPop;ConsEECSPop;ConsEERurPop;ConsEEResPop;ConsEEIlPubPop;FrotaVeículosPop;AutomóveisPop;LeitosMilHab;LeitosSUSMilHab;AuxEnfMilHab;EnfMilHab;MedMilHab;TecEnfMilHab;EmpFormPop;RazaoEmpSexo;RendMedEmpregos;IDH-M;IDH-Long;IDH-Educ;IDH-Renda;RendaPCapita;DomMeioSMPC%;DomQuarSMPC%;Agua%;Lixo%;Esgoto%;CasosCovid;ObitosCovid;IncidCovid%;LetalidCovid%;MortalidCovid%
3510906;Cássia dos Coqueiros;2486;20,15285599;0,130164858;102,94;77,55;9,18;59140,31;59,32522526;6,755820595;2,366705551;17,32885358;39,62966613;0,576347546;2,197506034;0,000804505;0,106596943;1,085277554;0,757843926;0,246983105;0,640386163;0,414722446;0;0;5,59;2,79;0,8;3,59;0,198712792;1,084388186;1694,11;0,734;0,864;0,673;0,68;511,87;26,16;6,21;98,43;99,83;93,73;173;1;6,933867735;0,578034682;0,04008016
3511003;Castilho;20937;15,63261212;0,194570645;97,85;75,46;5,08;42838,08;37,68431772;5,021508812;14,32758657;20,30766729;3,049063858;3,627411759;1,585613985;0,025600611;0,275588671;0,419544347;0,678272914;0,186655204;0,492477432;0,270812437;1,52;1,47;3,57;2,15;0,44;4,35;0,138415246;1,582887701;2583,6;0,731;0,827;0,686;0,688;487,8;32,21;13,96;96,05;99,63;93,04;1907;68;9,200115785;3,565810173;0,328058665
3511102;Catanduva;117414;18,70816087;40,33241569;94,26;99,2;8,91;36030,58;32,5763673;4,289648424;6,78066108;25,41163115;0,384075068;3,153789752;2,929505851;0,746648611;0,691416696;0,044602858;1,08851585;0,358330352;0,948898768;0,488442605;5,03;3,2;5,8;2,97;5,55;3,57;0,307416492;1,256783794;2531,7;0,785;0,853;0,74;0,767;819,66;11,47;3,8;97,91;99,82;98,56;11243;435;9,592512329;3,869074091;0,371141409
3511201;Catiguá;7555;16,21442753;0,507379203;101,84;93,17;6,94;15679,84;14,58238253;4,221448048;0,864861681;11,25562806;2,461892786;0,889917935;1,526671079;0,045797485;0,302051621;0,111052283;0,805294507;0,262475182;0,547849107;0,347849107;0;0;4,27;1,47;0,13;2;0,092521509;1,026086957;2311,09;0,751;0,852;0,676;0,734;677,03;10,77;2,27;98,94;99,57;96,5;689;20;9,151281711;2,90275762;0,265639527
3508504;Caçapava;91646;15,57514785;2,472072414;97,46;85,56;7,07;47952,35;39,54079;3,87255865;17,61300755;21,751999;0,175783449;7,580137376;4,91311132;3,253617179;0,530825131;0,031610763;0,850729983;0,246328263;0,651856055;0,414355236;1,96;0,7;4,59;1,78;1,93;2,9;0,238122777;1,68557716;3110,42;0,788;0,858;0,755;0,754;719,83;18,95;6,58;98,16;99,78;92,15;7210;212;7,904228378;2,94036061;0,232412818
3511300;Cedral;8895;19,41540191;0,446623534;98,42;83,24;9,37;36022,73;30,49061945;4,828284429;9,123350197;18,2723665;3,094902754;4,633062395;3,705452501;1,265317594;0,490725126;0,326363125;1,224732996;0,398313659;0,746374368;0,433389545;5,71;0;5,37;2,97;1,14;5,71;0,51826869;0,86187399;2336,51;0,766;0,872;0,689;0,749;736,05;13,49;4,85;98,81;99,76;96,3;886;20;10,02716161;2,257336343;0,226346763
3511409;Cerqueira César;19350;15,7622739;0,375532622;96,83;92,43;9,4;32056,11;29,03102584;4,557991731;8,716034109;16,89032661;3,424665116;2,244806202;2,404496124;0,363359173;0,518087855;0,425374677;0,73245478;0,365167959;0,66873385;0,401602067;2,05;1,68;2,78;1,26;0,84;1,1;0,223462532;1,525700935;2408,25;0,729;0,821;0,666;0,71;586,82;19,46;5,29;99,66;99,92;97,58;1400;31;7,286732941;2,214285714;0,161349087
3511508;Cerquilho;46932;15,02173357;36,31533646;97,71;94,82;6,18;40590,41;33,71390416;4,000896829;12,63137262;19,9743416;1,108189934;5,347407952;3,76174039;2,310108242;0,304887923;0,115315776;0,774247848;0,257180602;0,685268047;0,405267195;0,7;0,46;2,12;1,46;1,14;1,57;0,263359755;1,410296412;2491,83;0,782;0,854;0,739;0,758;784,71;8,68;1,88;99,53;99,67;98,03;4794;103;10,32944776;2,148518982;0,221930146
3511607;Cesário Lange;17360;14,22235023;0,905929933;106,64;67,52;8,19;25500,19;22,68863825;4,20797235;4,31818894;16,51963998;1,850809332;2,210765553;3,112442396;0,815437788;0,902476959;0,474251152;0,646774194;0,2734447;0,741993088;0,455529954;1,29;0,99;1,29;1,4;0,41;2,34;0,202131336;1,548293391;2304,97;0,706;0,804;0,611;0,715;536,8;20,67;5,95;96,29;99,78;92,02;1444;51;8,371985158;3,531855956;0,295686456
3511706;Charqueada;17075;14,04978038;0,962922946;102,48;91,55;7,52;21356,91;18,86042635;3,661889312;5,680353734;11,98026823;1,199804392;1,866095461;1,861200586;0,424948755;0,193674963;0,122108346;0,756603221;0,3638653;0,585475842;0,347174231;1,97;1,55;1,19;0,78;0,18;4,42;0,14658858;1,49551346;2439,82;0,736;0,82;0,675;0,72;615,79;18,2;6,59;99,5;99,65;89,1;1107;36;6,537530266;3,25203252;0,21260261
3557204;Chavantes;12229;17,1559408;0,647644784;98,07;94,41;9,17;17003,2;15,65777823;4,238442227;1,070805462;12,78958705;1,79738654;1,306494399;1,674298798;0,184234197;0,168779132;0,119551885;0,781094121;0,420721236;0,502248753;0,330852891;4,09;2,46;3,19;1,47;0,82;3,19;0,137869;1,371308017;2836,5;0,729;0,828;0,655;0,713;586,48;21,77;5,63;100;99,91;98;833;30;6,815020862;3,601440576;0,245438927
3511904;Clementina;8413;12,69463925;0,493742215;106,4;96,99;7,31;27180,53;23,9118412;4,001680732;7,502055153;14,45350529;1,956281945;2,215458219;1,35302508;0,189944134;0,163080946;0,041602282;0,70474266;0,253536194;0,650065375;0,32283371;3,66;2,44;1,83;2,07;0,37;2,32;0,388327588;5,936305732;3175,28;0,725;0,821;0,66;0,704;580,29;15;3,56;99,66;99,85;99,37;764;11;9,178279673;1,439790576;0,132148006
3512001;Colina;17606;17,15324321;4,168363722;96,69;95,46;9,1;63063,15;55,8856299;5,0252147;22,67635408;29,34461774;3,864658071;7,041408611;6,5624787;4,729580825;0,296262638;0,323412473;0,903782801;0,309439964;0,7259457;0,375326593;2,67;1,99;1,82;3,13;1,31;7,34;0,291321141;1,810410959;2375,86;0,757;0,845;0,712;0,72;616,07;19,4;5,53;99,34;99,72;98,17;1178;37;6,692041129;3,140916808;0,210191445
3512100;Colômbia;6048;15,11243386;0,082975365;101,73;75,38;9,1;54670,48;51,20231316;6,582147817;11,31926753;19,33345403;20,54958995;3,368736772;7,99239418;0,356646825;0,193783069;6,307043651;0,80489418;0,330026455;0,58614418;0,341600529;3,31;3,31;2,81;2,65;0,33;6,62;0,684193122;2,772105743;1939,15;0,71;0,802;0,647;0,689;534,01;22,96;7,82;98,07;98,76;94,9;462;9;7,641415812;1,948051948;0,14885875
3512209;Conchal;27445;13,34669339;1,492641829;100,99;96,83;7,68;25753,75;22,91865513;4,295833121;6,44997158;14,82931754;1,639366005;2,305847331;2,58455092;1,203352159;0,321880124;0,156749863;0,705410822;0,197157952;0,707924941;0,379595555;1,92;1,55;1,4;1,14;0,48;3,58;0,200765167;1,204881953;2180,27;0,708;0,827;0,614;0,699;522,73;23,46;7,53;96,47;99,75;97,1;1881;59;6,894150418;3,136629452;0,216243952
3512308;Conchas;17203;17,72946579;0,367587746;99,57;85,75;7,39;20770,48;19,27326222;4,284882288;1,691804918;14,05623728;3,52522002;1,21107365;1,999883741;0,490263326;0,209556473;0,388536883;0,681567169;0,229901761;0,647154566;0,393477882;1,88;1,88;2,76;1,52;1,11;1,52;0,195314771;1,264150943;2055,83;0,736;0,837;0,658;0,725;633,57;20,75;7,29;96,23;99,53;92,63;1930;55;11,26415315;2,849740933;0,320999183
3512407;Cordeirópolis;24615;14,32866139;1,770315453;100,56;89,82;5,49;118920,53;96,7310323;5,876042657;31,97896608;62,80256185;1,949504367;17,92352712;13,50652041;11,53199269;0,726020719;0,17152143;0,790777981;0,286166971;0,740889701;0,42782856;0;0;1;1,83;0,42;3,08;0,389681089;1,911961141;3189,19;0,758;0,858;0,674;0,754;695,07;13,98;4,74;99,64;99,86;99,05;4058;62;16,66119231;1,52784623;0,254557399
3512506;Coroados;5971;16,58013733;0,240084269;98,37;86,15;9,21;28525,31;25,73448669;4,182828672;4,910721822;14,06380338;6,759963155;1,983461732;2,367777592;0,836543293;0,17116061;0,361915927;0,793501926;0,204655837;0,550661531;0,306816279;0;0;1,19;1,02;0,34;2,05;0,161949422;1,984567901;2209,11;0,719;0,816;0,648;0,704;561,28;17,97;4,55;99,71;99,93;98,2;506;15;8,538643267;2,964426877;0,253121836
3512605;Coronel Macedo;4839;18,57821864;0,159398348;103,32;82,37;5,97;15804,11;15,33601571;4,64283943;1,466736929;9,025189089;4,844089688;0,549747882;1,48522422;0,191155197;0,148791073;0,554453399;0,461872288;0,128745609;0,403802439;0,239512296;1,24;1,24;1,65;1,44;0;2,27;0,160157057;2,02734375;1619,31;0,69;0,811;0,619;0,653;406,58;38,76;13,57;99,6;99,84;97,08;412;19;8,507123684;4,611650485;0,392318811
3512704;Corumbataí;3969;16,90602167;0,142200847;100,76;63,29;10,12;63006,69;52,3942706;5,978521038;2,821841774;42,94904258;6,623383724;10,23142605;8,30335097;6,044595616;0,285714286;1,134542706;0,656588561;0,181657848;0,740488788;0,389014865;0;0;3,29;1,26;0;3,04;0,282186949;2,343283582;2655,96;0,754;0,841;0,7;0,728;646,92;19,74;6,91;99,85;99,7;96,75;356;7;8,985360929;1,966292135;0,176678445
3512803;Cosmópolis;72215;12,18029495;4,608650676;98,63;92,87;4,93;23113,55;19,71410815;3,64929973;6,639510213;12,7603653;0,314232639;2,318583674;2,023914699;0,94267119;0,183189088;0,022973067;0,706459877;0,16860763;0,57389739;0,343737451;0,97;0,47;1,27;0,93;0,51;3,91;0,130166863;1,262879153;2731,72;0,769;0,876;0,697;0,746;703,59;17,14;7,59;98,35;99,9;94,67;6208;148;8,709071014;2,384020619;0,207626049
3512902;Cosmorama;6976;23,95355505;0,158417859;99,26;77,35;9,41;47726,07;42,70541858;4,981761755;13,80316514;18,60879157;10,29346187;5,444817947;8,578411697;6,262327982;0,360665138;0,772219037;0,891485092;0,29171445;0,825544725;0,455561927;0;0;3,85;2,85;0,71;3,71;0,312356651;3,34063745;2318,31;0,722;0,849;0,63;0,705;580,78;18,73;5,69;97,95;99,72;96,64;599;32;8,560811776;5,342237062;0,45733886
3513009;Cotia;251382;11,28044172;7,636778913;95,78;100;6,05;52624,47;39,29309887;3,95427103;10,99301139;28,22889972;0,071187754;10,56953636;2,850951938;0,991817234;0,719037163;0,015522193;0,986259955;0,138311415;0,606877183;0,396977508;2,75;0,46;4,4;3,38;1,61;5,58;0,292204692;1,228745676;3270,97;0,78;0,851;0,707;0,789;882,64;21,22;8,97;90,98;99,29;52,94;11946;505;4,82814925;4,227356437;0,204103078
3513108;Cravinhos;34637;15,07636343;1,105516666;99,2;98,59;6,35;35276,39;29,73158963;4,085323498;8,551075728;19,73868291;1,44183099;4,790122412;3,356641741;1,429944857;0,316251407;0,292461818;0,88829864;0,429685019;0,701302076;0,397782718;0,44;0,38;3,04;1,29;0,59;3,83;0,260819355;1,624636839;3097,76;0,756;0,857;0,683;0,737;663,68;14,98;3,8;99,79;100;99,64;1611;80;4,679330777;4,965859714;0,232369002
3513207;Cristais Paulista;8494;15,72874971;0,218700517;102,38;83,74;5,63;23372,37;21,94977749;4,177937368;1,598717919;13,0280704;7,322989169;0,792466447;2,20284907;0,180362609;0,143277608;0,7611255;0,886272663;0,23181069;0,527902049;0,308688486;0;0;2,88;1,08;0,36;5,03;0,19566753;2,089219331;1893,87;0,734;0,802;0,682;0,723;606,96;19,89;4,35;97,41;99,94;94,24;930;8;11,03857567;0,860215054;0,09495549
3513306;Cruzália;2105;20,19002375;0,141766557;93,47;71,69;7,51;48756,57;44,23724466;6,611021378;1,428294537;33,92453682;8,884413302;5,422650831;2,527315914;0,017102138;0,554869359;0,696437055;0,767220903;0,491686461;0,69216152;0,396674584;0;0;1,88;1,41;0;5,63;0,181472684;1,208092486;2266,33;0,774;0,853;0,778;0,698;619,43;21,57;7,06;98,87;100;95,86;145;3;6,849315068;2,068965517;0,141709967
3513405;Cruzeiro;80128;16,87050719;26,14556755;94,39;97,75;8,7;30683,22;26,53576565;3,794015325;9,24384697;17,2059813;0,0859375;3,863326677;3,419304113;2,158072085;0,306334864;0,01557508;0,794254193;0,145067891;0,554437899;0,329160843;1,29;0,84;1,59;1,68;2,03;5,18;0,205184205;1,864285714;3160,89;0,788;0,871;0,758;0,742;649,81;23,57;8,45;99,54;99,47;97,05;5373;75;6,722384176;1,39586823;0,093835625
3513504;Cubatão;130025;12,09921169;9,038703807;98,51;100;6,07;103740,5;87,25469394;6,14787387;48,41184449;38,83583857;0,007010883;14,13533528;15,96263795;14,00674486;0,552255336;0;0,685898866;0,717738896;0,461911171;0,233855028;0,92;0,52;3,9;1,56;0,07;6,75;0,224602961;2,154120315;4399,63;0,737;0,821;0,681;0,716;569,82;26,14;11,87;87,76;99,05;54,09;12023;399;9,309690658;3,318639275;0,308955051
3513603;Cunha;21660;17,87626962;0,154066442;102,68;63,45;8,44;11944,94;11,50566159;3,865974146;0,770317175;9,723064174;1,012280702;0,454165743;1,153693444;0,03578024;0,136288089;0,31421976;0,572206833;0,095198523;0,633333333;0,321052632;1,84;1,15;0,74;1,2;0,37;2,49;0,105124654;1,546979866;1926,58;0,684;0,826;0,576;0,672;393,08;43,44;16,47;98,33;98,28;90,02;735;8;3,390065034;1,088435374;0,036898667
3513702;Descalvado;32516;17,96038873;0,43027159;96,51;92,96;8,08;49304,69;41,67192398;4,254674314;14,17866804;24,35883442;3,134421823;7,117220445;3,712787551;1,591647189;0,352964694;0,598966663;0,881750523;0,287489236;0,79751507;0,441198179;1,24;0,77;1,21;2,11;1,36;3,75;0,298283922;1,927558104;2536,94;0,76;0,865;0,687;0,74;666,9;16,99;5,29;99,77;99,86;99,36;2982;54;9,195189639;1,810865191;0,166512488
3513801;Diadema;405596;11,78192093;131,6228441;93,68;100;5,47;36573,96;29,72304835;3,978621658;9,920340092;19,80079786;0,001910399;6,450807454;2,627202931;1,31191136;0,395186343;0;0,817870492;0,102234736;0,54627018;0,335927869;1,55;1,38;6,62;2,74;0,21;6,45;0,217805402;1,599182064;3299,06;0,757;0,844;0,716;0,717;564,99;24,46;10,56;99,43;99,61;96,55;22450;1061;5,550377401;4,726057906;0,26231405
3513850;Dirce Reis;1715;22,39067055;0,194825825;102;83,09;8,75;33503,01;30,51970845;7,257580175;10,72406997;16,13327114;3,662367347;2,944227405;3,306705539;1,827988338;0,196501458;0,325364431;0,710787172;0,24606414;0,585422741;0,295626822;0;0;1,17;1,75;0;6,41;0,182507289;2,477777778;2701,62;0,741;0,842;0,704;0,686;486,14;18,17;4,92;100;99,78;98,9;147;3;8,56144438;2,040816327;0,174723355
3513900;Divinolândia;10865;20,79153244;0,48652514;96,97;75,99;9,26;25551,82;24,64239024;4,013944777;1,210653474;19,04006811;4,391668661;1,085815002;1,719098021;0,05549931;0,261942016;0,647215831;0,646387483;0,108053382;0,818131615;0,471514036;17,04;17,04;2,57;2,93;1,92;13,2;0,203037276;0,855340622;2231,32;0,734;0,85;0,645;0,72;576,46;20,84;5,97;98,55;99,72;89,39;1126;44;10,34356054;3,907637655;0,404188866
3514007;Dobrada;8985;11,56371731;0,594670407;105,23;97,77;5,22;13249,25;11,85539455;3,721519199;1,525943239;7,908951586;2,420498609;0,988340568;1,512854758;0,425598219;0,128213689;0,03572621;0,675570395;0,247746244;0,459654981;0,277907624;0;0;6,36;1,82;0,23;5,56;0,082359488;1,291021672;2539,73;0,718;0,818;0,655;0,691;549,79;18,32;4,53;99,92;99,96;99,45;486;7;5,458221024;1,440329218;0,078616352
3514106;Dois Córregos;27151;15,30698685;0,426118141;99,8;96,94;8,3;24424,6;21,68112445;3,804818607;4,064697065;14,40611985;3,210307908;2,18123826;2,002725498;0,584545689;0,244742367;0,143972598;0,795845457;0,233619388;0,664984715;0,371993665;2,5;1,76;1,35;1,35;1,53;5,31;0,187249088;1,364651163;1985,87;0,725;0,853;0,616;0,725;616,58;17,53;4,51;99,72;99,97;97,14;1330;37;4,931039597;2,781954887;0,137179297
3514205;Dolcinópolis;2033;22,87260207;0,2617398;107,03;93,85;10,75;22569,92;22,13935071;5,799665519;1,220969011;13,56850467;7,349877029;0,630403345;2,098376783;0,108706345;0,255779636;0,559763896;0,90703394;0,26758485;0,834727004;0,517953763;0;0;0,98;3,42;0,49;6,35;0,120511559;0,884615385;2323,28;0,742;0,825;0,709;0,699;560,96;14,72;2,92;99,71;99,85;99,42;153;6;7,5;3,921568627;0,294117647
3514304;Dourado;8466;20,47011576;0,412007578;100,81;91,73;9,65;73733,83;57,01225372;4,47645287;15,08756674;39,66805575;2,256631231;17,06995748;5,618473896;3,533545948;0,21167021;0,750649657;0,813961729;0,30864635;0,716158753;0,432199386;1,65;1,65;1,53;1,06;0,12;3,77;0,329789747;1,585185185;2411,07;0,738;0,811;0,689;0,718;621,72;15,29;5,14;99,31;99,96;98,69;626;13;7,380334827;2,076677316;0,153265739
3514403;Dracena;45088;20,30695529;0,922614776;96,69;92,95;9,32;26842,32;24,52776105;3,777350736;2,451201872;21,15848984;0,918069331;2,079998004;2,251042406;0,214669092;0,61883428;0,096721966;1,034355039;0,28646203;0,837140703;0,440627218;3,19;2,41;4,3;2,25;3,5;1,78;0,253415543;1,207496136;2105,1;0,776;0,842;0,737;0,752;747,92;12,18;2,99;99,71;99,71;96,57;4650;209;10,33448161;4,494623656;0,464496055
3514502;Duartina;11941;20,81065237;0,452638343;93,44;92,43;11,25;19722,29;18,81298216;4,246790051;2,54527259;15,12425258;1,143456997;1,057952433;1,982581023;0,342349887;0,295703877;0,193786115;0,846160288;0,304580856;0,682271167;0,414454401;7,25;6,42;3,33;2,42;2,08;10;0,185746587;1,392664509;1987,2;0,748;0,837;0,698;0,716;605,48;19,35;4,97;99,61;99,94;98,56;741;21;6,187891441;2,834008097;0,175365344
3514601;Dumont;9659;13,80060048;0,859220686;99,61;98,25;5,61;24567,19;21,18352935;3,910623253;6,013375091;13,20173517;1,968419091;2,523971426;2,564654726;0,784035614;0,234082203;0,190495911;0,955896055;0,400144943;0,5655865;0,32446423;0;0;1,69;1,16;0,11;2,75;0,209959623;1,309794989;2398,37;0,744;0,849;0,674;0,72;600,51;17,92;6,5;99,91;99,91;99,3;1108;16;11,57784744;1,444043321;0,167189133
3514700;Echaporã;6208;19,13659794;0,120657532;96,08;83,04;10,6;20119,01;19,49908827;4,332904317;1,277450064;12,03359214;6,18804607;0,70742268;1,627094072;0,029639175;0,243556701;0,36130799;0,70119201;0,291237113;0,555251289;0,349065722;0;0;6,59;3,53;0,48;3,85;0,140625;1,605970149;1958,41;0,745;0,834;0,69;0,719;579,22;23,99;5,82;98,51;100;96,77;623;20;10,02091041;3,210272873;0,321698568
3514809;Eldorado;15331;14,31739613;0,092101604;101,8;49,21;7,06;21307,2;20,38885004;4,075115126;1,034965103;9,612288174;9,741597417;0,558387581;0,861196269;0,009523188;0,151588285;0,122235992;0,469375775;0,108473029;0,354640924;0,172526254;0,13;0,13;1,39;1,58;0,13;4,03;0,146435327;2,04200542;1644,22;0,691;0,847;0,615;0,633;373,5;45,66;20,18;99,27;99,77;90,51;1110;18;7,285376739;1,621621622;0,118141244
3514908;Elias Fausto;17459;13,52311129;0,857185214;105,74;84,61;5,64;41453,8;34,92053439;4,255727132;14,29455066;16,69671745;3,929266281;5,557411077;4,684117074;3,100979438;0,244000229;0,290108254;0,810298413;0,238788018;0,52328312;0,290337362;0,35;0,35;1,16;0,93;0,12;4,01;0,294976803;2,559087768;2638,69;0,695;0,822;0,583;0,701;527,37;23,97;8,76;96,78;100;97,56;1145;29;6,600945463;2,532751092;0,167185518
3514924;Elisiário;3518;16,77089255;0,372313258;107,67;93,43;8,37;18592,98;17,2515776;5,214056282;1,514218306;12,1472257;3,590133599;0,865744741;1,63416714;0,047754406;0,263786242;0,202671973;0,809266629;0,310403638;0,498010233;0,308698124;0;0;4,62;2,02;0,87;3,18;0,157760091;2,083333333;2433,74;0,747;0,825;0,712;0,711;618,39;8,65;2,01;99,34;100;98,13;415;6;11,86053158;1,445783133;0,171477565
3514957;Embaúba;2406;19,16043225;0,28978708;107,06;89,07;11,21;21653,2;21,04511222;6,192356608;2,429688279;12,94404406;5,671379884;0,635091438;1,9879468;0,556940981;0,102244389;0,329177057;0,761429759;0,237738986;0,566916043;0,353283458;0;0;8,72;2,08;0;3,32;0,143391521;1,169811321;2241,23;0,73;0,84;0,641;0,723;683,03;12,09;2,74;98,11;99,27;94,34;92;5;3,819012038;5,434782609;0,207555002
3515004;Embu das Artes;273266;10,84620846;384,6448864;94,56;100;5,3;50033,4;38,54106252;3,480420103;4,674138349;33,86592339;0,001000783;9,939880519;1,77930661;0,647416803;0,326769521;0,004080273;0,717820731;0,083219281;0,447717608;0,267918438;0,91;0,33;5,18;2,12;0,21;4,9;0,161966728;1,46821325;2687,21;0,735;0,839;0,676;0,7;474,17;29,22;11,77;98,01;99,32;72,78;8838;394;3,263783744;4,458022177;0,145500203
3515103;EmbuGuaçu;68565;13,23415737;4,372462092;97,76;97,33;7,61;16746,43;14,16585765;3,652937942;3,22737242;10,91115817;0,027327062;2,196622913;1,322598994;0,339954787;0,175337271;0,090089696;0,593641071;0,123590753;0,60462335;0,369926347;0,25;0,25;6,68;2,47;0,36;3,54;0,120163349;1,377777778;2339,47;0,749;0,834;0,708;0,713;516,15;30,36;12,35;79,27;98,18;41,79;4369;171;6,419996179;3,913939117;0,251274742
3515129;Emilianópolis;3069;20,36493972;0,136252609;99,93;88,17;8,16;20159,11;19,5378234;5,92771261;1,689087651;12,10151841;5,747217335;0,581876833;1,482893451;0,023134572;0,131964809;0,317041382;0,767676768;0,24307592;0,594004562;0,343108504;0;0;6,2;3,59;1,63;8,48;0,110785272;1,085889571;2064,04;0,727;0,805;0,691;0,69;559,19;20,53;4,03;99,3;99,53;98,12;308;6;10,03911343;1,948051948;0,195567145
3515152;Engenheiro Coelho;20884;8,954223329;1,867837002;107,82;76,45;3,98;33794,29;28,38973712;4,003839303;8,504988987;18,71843995;1,166308179;3,372107834;4,464997127;3,014460831;0,463081785;0,275617698;0,599693545;0,112143268;0,534954989;0,279352614;0;0;0,05;0,5;1,69;0,7;0,216050565;1,456178552;2666,31;0,732;0,815;0,668;0,72;616,17;22,61;7,52;97,65;99,7;97,14;2158;41;10,50888727;1,899907322;0,199659119
3515186;Espírito Santo do Pinhal;42639;18,33532681;1,093746789;95,54;91,43;8,21;33754,1;30,46276062;3,809234035;8,284384484;20,54199911;1,636377026;3,150430357;1,807031122;0,318651938;0,3230845;0,233213725;0,745162879;0,186894627;0,729590281;0,42754286;10,63;8,33;6,59;2,38;1,79;4,37;0,274584301;1,294786358;2393,71;0,787;0,872;0,712;0,784;741,6;14,92;4,28;98,99;99,88;98,71;4005;88;9,407370869;2,197253433;0,206703779
3515194;Espírito Santo do Turvo;4850;12,90721649;0,247792637;99,42;85,53;7,38;16796,5;15,23477938;4,709142268;0,908847423;9,969657732;4,356276289;0,990292784;1,206391753;0,018350515;0,141443299;0,266185567;0,562061856;0,218556701;0,513195876;0,292989691;0;0;3,8;1,48;0;2,95;0,087835052;0,860262009;2176,91;0,696;0,819;0,609;0,675;476,15;23,38;6,55;99,46;100;98,04;260;3;5,417795374;1,153846154;0,062513024
3557303;Estiva Gerbi;11156;14,3958408;1,494335042;99,18;79,76;7,74;30765,38;27,70973109;4,397969702;11,20907763;13,64157404;2,859079419;2,286243277;1,678379347;0,441556113;0,330405163;0,053872356;0,635801362;0,216744353;0,68079957;0,377823593;0;0;2,82;0,91;0,09;5,92;0,210290427;2,285714286;2805,23;0,74;0,815;0,695;0,716;581,02;17,11;4,11;97,92;99,15;96,36;646;29;5,83085116;4,489164087;0,261756476
3515202;Estrela d'Oeste;8083;20,84622046;0,273187525;100,32;87,53;9,37;77116,97;69,41055672;4,484573797;32,93329581;31,41780403;5,059456885;8,049872572;5,891376964;3,606457998;0,321786465;0,79277496;0,887665471;0,28269207;0,852406285;0,446740072;8,14;7,52;2,22;3,08;1,48;4,07;0,411728319;1,502255639;2292,56;0,76;0,873;0,705;0,712;695,99;18,02;6,65;99,21;99,91;97,33;1103;24;13,6273783;2,175883953;0,296515938
3515301;Estrela do Norte;2668;15,55472264;0,100569833;103,51;87,18;5,26;19011,78;18,36989505;6,448650675;1,118808096;11,70880435;5,542282609;0,592001499;1,316716642;0,010869565;0,134557721;0,270989505;0,626311844;0,273988006;0,482008996;0,33958021;0;0;1,5;2,25;0,38;4,13;0,118065967;0,740331492;1916,51;0,74;0,818;0,714;0,693;566,78;23,98;5,71;98,87;99,03;97,74;280;3;10,5065666;1,071428571;0,112570356
3515350;Euclides da Cunha Paulista;9549;15,006807;0,166181672;99,23;64,61;6,09;16708,8;16,23203163;4,018097183;0,849493141;8,501604356;6,880934129;0,431275526;1,28725521;0,012357315;0,146821657;0,504136559;0,462456802;0,161482878;0,489370615;0,267357839;0;0;2,94;1,15;0,73;0,21;0,077913918;0,932467532;1873,75;0,704;0,802;0,655;0,663;400,5;38,11;14,45;98,97;99,13;93,48;293;8;3,072244941;2,730375427;0,083883821
3515400;Fartura;15679;18,63001467;0,364517557;93,21;83,7;8,52;23804;22,36948466;4,073218955;2,580919064;16,12837298;3,660193252;1,269027361;1,861343198;0,24625295;0,275081319;0,467121628;0,703488743;0,169334779;0,636775305;0,385738886;1,28;0,77;4,04;1,79;1,03;2,18;0,245487595;1,1538892;1730,5;0,732;0,867;0,648;0,699;555,54;21,86;6,02;99,52;99,95;98,02;1147;33;7,331884429;2,877070619;0,210943493
3515608;Fernando Prestes;5568;21,89295977;0,327783987;94,96;90,91;11,67;34382,57;32,55653736;4,668563218;2,878807471;16,73972881;12,93800108;1,81985273;2,971982759;0,723599138;0,336925287;0,598599138;0,956716954;0,355962644;0,759518678;0,430316092;0;0;3,41;2,15;1,26;0,72;0,240840517;1,320069204;2115,62;0,758;0,859;0,68;0,746;726,55;9,55;1,46;99,87;100;98,56;683;7;12,25771716;1,02489019;0,125628141
3515509;Fernandópolis;66131;20,73762683;12,02473627;94,1;96,94;9,14;30447,64;27,97373773;3,984142384;3,9100871;22,7595515;1,304099288;2,361563261;2,300433987;0,168937412;0,65581951;0,108814323;1,051700413;0,315177451;0,946394278;0,474149794;2,05;1,27;1,68;5,53;4,89;5,59;0,250684248;1,285990072;2259,25;0,797;0,872;0,758;0,767;768,74;13,08;3,65;98,69;99,82;98,75;8465;218;12,80402953;2,5753101;0,329743466
3515657;Fernão;1656;19,0821256;1,64079602;100,48;61,84;6,71;30674,07;29,35798309;7,237964976;1,515380435;14,74772947;13,09487923;0,853007246;1,513888889;0,018719807;0,123188406;0,599033816;0,457729469;0,315821256;0,542874396;0,304951691;0;0;0,61;0;0;3,66;0,21678744;1,601449275;2011,84;0,703;0,843;0,617;0,668;454,68;32,49;10,12;98,57;100;98,93;168;0;10,18799272;0;0
